Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Acetovir,Antidepressant,Ointment,605 mg,AbbVie Inc.,Fever,Over-the-Counter
Amoxiprofen,Antidiabetic,Injection,969 mg,Eli Lilly and Company,Infection,Over-the-Counter
Acetocillin,Antifungal,Drops,886 mg,Amgen Inc.,Pain,Over-the-Counter
Dextrostatin,Antidiabetic,Inhaler,486 mg,AbbVie Inc.,Depression,Over-the-Counter
Dolocillin,Antidiabetic,Ointment,658 mg,Bristol-Myers Squibb Company,Depression,Prescription
Acetonazole,Analgesic,Ointment,571 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Metophen,Antipyretic,Syrup,354 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Cefcillin,Antiviral,Injection,196 mg,Bristol-Myers Squibb Company,Depression,Prescription
Amoxistatin,Antiviral,Tablet,355 mg,GlaxoSmithKline plc,Virus,Prescription
Cefphen,Antiseptic,Syrup,759 mg,Pfizer Inc.,Fever,Over-the-Counter
Dextrocillin,Antiviral,Tablet,641 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Ibuprostatin,Antibiotic,Injection,179 mg,Johnson & Johnson,Virus,Over-the-Counter
Amoxivir,Analgesic,Ointment,63 mg,Biogen Inc.,Fungus,Over-the-Counter
Acetovir,Antipyretic,Inhaler,453 mg,Eli Lilly and Company,Virus,Over-the-Counter
Cefstatin,Analgesic,Tablet,769 mg,Johnson & Johnson,Infection,Over-the-Counter
Ibuprostatin,Antidiabetic,Injection,973 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Cefmycin,Antidiabetic,Injection,877 mg,Amgen Inc.,Infection,Over-the-Counter
Amoxiphen,Antiseptic,Cream,997 mg,Sanofi S.A.,Wound,Over-the-Counter
Clarinazole,Antibiotic,Tablet,339 mg,Roche Holding AG,Diabetes,Over-the-Counter
Acetovir,Antibiotic,Capsule,677 mg,Roche Holding AG,Depression,Over-the-Counter
Amoximet,Antiviral,Injection,209 mg,CSL Limited,Virus,Prescription
Cefprofen,Antidepressant,Cream,470 mg,Novo Nordisk A/S,Diabetes,Prescription
Metovir,Antibiotic,Ointment,331 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Dolomet,Antidiabetic,Syrup,432 mg,CSL Limited,Fever,Prescription
Acetovir,Analgesic,Capsule,234 mg,Pfizer Inc.,Depression,Over-the-Counter
Metostatin,Antipyretic,Syrup,613 mg,Novartis AG,Diabetes,Prescription
Acetostatin,Antidepressant,Tablet,285 mg,Bayer AG,Virus,Prescription
Cefvir,Antibiotic,Tablet,102 mg,Novo Nordisk A/S,Fungus,Prescription
Metostatin,Antibiotic,Syrup,936 mg,Novartis AG,Infection,Over-the-Counter
Metostatin,Antidiabetic,Tablet,928 mg,Eli Lilly and Company,Fever,Over-the-Counter
Dolonazole,Antibiotic,Inhaler,707 mg,Eli Lilly and Company,Depression,Over-the-Counter
Dolophen,Antiseptic,Cream,97 mg,Biogen Inc.,Wound,Prescription
Acetomet,Antifungal,Tablet,638 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Cefstatin,Antiseptic,Syrup,120 mg,Johnson & Johnson,Infection,Over-the-Counter
Dolophen,Antiviral,Capsule,497 mg,Bayer AG,Wound,Prescription
Ibupromycin,Antiviral,Injection,393 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Metoprofen,Antipyretic,Syrup,816 mg,Johnson & Johnson,Depression,Over-the-Counter
Cefvir,Analgesic,Drops,455 mg,AstraZeneca plc,Fungus,Over-the-Counter
Dextromet,Antibiotic,Drops,517 mg,Pfizer Inc.,Wound,Prescription
Dextrovir,Antiviral,Syrup,614 mg,Novartis AG,Diabetes,Over-the-Counter
Cefvir,Antiseptic,Capsule,992 mg,AbbVie Inc.,Fungus,Prescription
Clarimet,Antidiabetic,Injection,647 mg,Roche Holding AG,Fungus,Prescription
Clarimycin,Antiviral,Ointment,806 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Ibuprovir,Antipyretic,Injection,925 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Metostatin,Antiviral,Capsule,662 mg,Bayer AG,Virus,Prescription
Amoxivir,Antiviral,Cream,892 mg,"Gilead Sciences, Inc.",Infection,Prescription
Ibuproprofen,Antibiotic,Injection,255 mg,CSL Limited,Infection,Prescription
Amoxicillin,Antiseptic,Inhaler,138 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Cefnazole,Antipyretic,Capsule,507 mg,AstraZeneca plc,Infection,Over-the-Counter
Amoxinazole,Antidepressant,Ointment,846 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Dolocillin,Antibiotic,Inhaler,92 mg,AbbVie Inc.,Pain,Prescription
Dextrostatin,Antibiotic,Ointment,975 mg,Sanofi S.A.,Depression,Prescription
Dextrocillin,Antiviral,Tablet,604 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Ibupronazole,Antifungal,Injection,682 mg,CSL Limited,Infection,Over-the-Counter
Cefmycin,Antipyretic,Ointment,457 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Claristatin,Analgesic,Ointment,522 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Acetonazole,Analgesic,Ointment,82 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Amoxinazole,Antifungal,Drops,163 mg,AstraZeneca plc,Infection,Prescription
Acetonazole,Antiviral,Syrup,631 mg,CSL Limited,Wound,Over-the-Counter
Amoxiprofen,Antifungal,Inhaler,530 mg,Novartis AG,Fungus,Prescription
Cefnazole,Analgesic,Cream,336 mg,Sanofi S.A.,Infection,Prescription
Amoxinazole,Antipyretic,Injection,435 mg,"Gilead Sciences, Inc.",Depression,Prescription
Ibuproprofen,Antiviral,Capsule,934 mg,Amgen Inc.,Fungus,Prescription
Clarivir,Antipyretic,Capsule,108 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Amoxinazole,Antifungal,Injection,313 mg,Johnson & Johnson,Fungus,Over-the-Counter
Clarivir,Antidiabetic,Cream,859 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Dextroprofen,Antifungal,Tablet,995 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Acetophen,Antifungal,Tablet,741 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Metoprofen,Antiseptic,Cream,929 mg,"Gilead Sciences, Inc.",Wound,Prescription
Metostatin,Antifungal,Syrup,23 mg,Novartis AG,Virus,Prescription
Ibuprovir,Antibiotic,Cream,185 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Dolovir,Analgesic,Injection,768 mg,Biogen Inc.,Pain,Prescription
Clarinazole,Antipyretic,Inhaler,759 mg,Biogen Inc.,Wound,Over-the-Counter
Amoxiprofen,Antiviral,Tablet,348 mg,Pfizer Inc.,Diabetes,Prescription
Cefnazole,Antibiotic,Ointment,474 mg,GlaxoSmithKline plc,Fungus,Prescription
Metomet,Antiviral,Inhaler,963 mg,Bayer AG,Fungus,Over-the-Counter
Acetovir,Antibiotic,Syrup,714 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Dolomet,Antidepressant,Cream,564 mg,Johnson & Johnson,Diabetes,Prescription
Dextrostatin,Antiseptic,Inhaler,367 mg,Pfizer Inc.,Wound,Over-the-Counter
Amoxivir,Analgesic,Tablet,374 mg,AbbVie Inc.,Virus,Prescription
Acetostatin,Antibiotic,Drops,376 mg,GlaxoSmithKline plc,Depression,Prescription
Amoxinazole,Antidiabetic,Inhaler,877 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Dolocillin,Antifungal,Capsule,316 mg,Amgen Inc.,Fungus,Over-the-Counter
Ibupronazole,Antipyretic,Inhaler,547 mg,Sanofi S.A.,Fungus,Over-the-Counter
Clarimycin,Antiseptic,Drops,20 mg,Eli Lilly and Company,Virus,Over-the-Counter
Amoximet,Antidepressant,Injection,301 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Amoxiprofen,Antidiabetic,Cream,998 mg,Amgen Inc.,Pain,Over-the-Counter
Acetostatin,Antiviral,Ointment,739 mg,Amgen Inc.,Infection,Prescription
Ibupromet,Antibiotic,Injection,972 mg,Biogen Inc.,Diabetes,Over-the-Counter
Amoxiprofen,Antiseptic,Drops,285 mg,Sanofi S.A.,Fever,Prescription
Clarimet,Antiviral,Tablet,130 mg,AstraZeneca plc,Diabetes,Prescription
Metomet,Antidiabetic,Cream,774 mg,Biogen Inc.,Pain,Prescription
Acetovir,Antidepressant,Drops,619 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Dextrostatin,Antifungal,Tablet,922 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Cefcillin,Antiviral,Cream,868 mg,Eli Lilly and Company,Pain,Prescription
Dextrovir,Antibiotic,Injection,306 mg,Johnson & Johnson,Wound,Prescription
Metomycin,Antipyretic,Injection,744 mg,Sanofi S.A.,Fungus,Prescription
Metomycin,Antidepressant,Ointment,161 mg,Bristol-Myers Squibb Company,Virus,Prescription
Amoxivir,Antiseptic,Injection,860 mg,Roche Holding AG,Infection,Over-the-Counter
Claricillin,Antidepressant,Injection,742 mg,Johnson & Johnson,Infection,Over-the-Counter
Acetomycin,Antidepressant,Tablet,772 mg,Biogen Inc.,Pain,Over-the-Counter
Metomet,Antidiabetic,Inhaler,671 mg,Pfizer Inc.,Virus,Prescription
Clariprofen,Antidepressant,Ointment,268 mg,Eli Lilly and Company,Fever,Prescription
Metophen,Antifungal,Tablet,206 mg,CSL Limited,Depression,Over-the-Counter
Dolocillin,Antibiotic,Cream,569 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Amoxivir,Analgesic,Capsule,373 mg,Amgen Inc.,Fever,Over-the-Counter
Metomet,Antidiabetic,Capsule,879 mg,Novartis AG,Fungus,Prescription
Amoxicillin,Antidepressant,Injection,905 mg,"Gilead Sciences, Inc.",Infection,Prescription
Metoprofen,Antifungal,Inhaler,803 mg,Bayer AG,Infection,Over-the-Counter
Ibupronazole,Analgesic,Tablet,992 mg,Pfizer Inc.,Diabetes,Prescription
Ibuprocillin,Antidepressant,Tablet,894 mg,GlaxoSmithKline plc,Virus,Prescription
Doloprofen,Antiviral,Capsule,20 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Clarimycin,Antidiabetic,Inhaler,397 mg,AbbVie Inc.,Depression,Over-the-Counter
Ibupromycin,Antifungal,Injection,938 mg,Eli Lilly and Company,Virus,Over-the-Counter
Acetocillin,Antiseptic,Inhaler,107 mg,Roche Holding AG,Wound,Prescription
Amoxistatin,Antibiotic,Capsule,335 mg,Eli Lilly and Company,Infection,Prescription
Metophen,Antiseptic,Tablet,349 mg,GlaxoSmithKline plc,Fungus,Prescription
Doloprofen,Antipyretic,Inhaler,642 mg,CSL Limited,Infection,Prescription
Dolophen,Antiseptic,Cream,90 mg,Bayer AG,Depression,Over-the-Counter
Acetovir,Antibiotic,Injection,855 mg,Bayer AG,Wound,Prescription
Ibupromycin,Antifungal,Ointment,968 mg,"Merck & Co., Inc.",Diabetes,Prescription
Dextrophen,Antidiabetic,Tablet,523 mg,"Merck & Co., Inc.",Wound,Prescription
Dextroprofen,Antipyretic,Injection,281 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Dextrostatin,Antiseptic,Drops,200 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Dolostatin,Antibiotic,Syrup,234 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Amoxistatin,Antibiotic,Drops,865 mg,Bayer AG,Diabetes,Over-the-Counter
Acetomycin,Antidepressant,Capsule,179 mg,"Merck & Co., Inc.",Diabetes,Prescription
Cefprofen,Antiseptic,Injection,980 mg,"Gilead Sciences, Inc.",Depression,Prescription
Dolophen,Analgesic,Tablet,189 mg,Amgen Inc.,Pain,Prescription
Dextrocillin,Antidepressant,Capsule,484 mg,Eli Lilly and Company,Diabetes,Prescription
Dextrocillin,Antidiabetic,Capsule,718 mg,Roche Holding AG,Infection,Prescription
Metostatin,Antibiotic,Injection,892 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Amoximycin,Antiviral,Syrup,686 mg,Johnson & Johnson,Virus,Prescription
Clarinazole,Antiseptic,Capsule,76 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Dolostatin,Antipyretic,Cream,221 mg,"Merck & Co., Inc.",Infection,Prescription
Dolovir,Antiviral,Cream,615 mg,Pfizer Inc.,Diabetes,Prescription
Dolocillin,Analgesic,Injection,591 mg,Roche Holding AG,Fungus,Over-the-Counter
Clariprofen,Analgesic,Drops,729 mg,Eli Lilly and Company,Diabetes,Prescription
Amoxinazole,Antibiotic,Drops,187 mg,GlaxoSmithKline plc,Fever,Prescription
Dextronazole,Antipyretic,Tablet,583 mg,Eli Lilly and Company,Fever,Prescription
Doloprofen,Antifungal,Injection,488 mg,Pfizer Inc.,Fever,Prescription
Acetovir,Antiseptic,Cream,453 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Amoxiphen,Antifungal,Inhaler,850 mg,Bristol-Myers Squibb Company,Depression,Prescription
Acetovir,Antiviral,Ointment,316 mg,Eli Lilly and Company,Pain,Prescription
Dolomet,Antibiotic,Tablet,770 mg,Novo Nordisk A/S,Wound,Prescription
Cefphen,Antifungal,Drops,378 mg,Roche Holding AG,Pain,Prescription
Ibuprophen,Antiseptic,Cream,420 mg,"Merck & Co., Inc.",Wound,Prescription
Acetomet,Antipyretic,Ointment,12 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Metostatin,Antibiotic,Drops,218 mg,Novo Nordisk A/S,Diabetes,Prescription
Ibuprophen,Antifungal,Inhaler,894 mg,Amgen Inc.,Fever,Prescription
Dolocillin,Antiseptic,Syrup,505 mg,Bristol-Myers Squibb Company,Fever,Prescription
Dolostatin,Antibiotic,Tablet,478 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Claristatin,Antipyretic,Ointment,79 mg,Johnson & Johnson,Diabetes,Prescription
Claristatin,Analgesic,Syrup,559 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Clariphen,Antiseptic,Cream,717 mg,Bayer AG,Wound,Over-the-Counter
Dolostatin,Antiseptic,Drops,80 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Amoxistatin,Antidepressant,Drops,839 mg,CSL Limited,Pain,Prescription
Cefprofen,Antidepressant,Ointment,581 mg,Eli Lilly and Company,Infection,Prescription
Dextrovir,Antiviral,Cream,886 mg,Novo Nordisk A/S,Diabetes,Prescription
Amoxicillin,Antiseptic,Cream,976 mg,AstraZeneca plc,Fever,Prescription
Ibupromycin,Analgesic,Syrup,993 mg,"Merck & Co., Inc.",Fungus,Prescription
Metostatin,Antiseptic,Ointment,897 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Acetonazole,Antibiotic,Cream,454 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Cefnazole,Antiviral,Ointment,471 mg,AbbVie Inc.,Depression,Prescription
Acetoprofen,Antiseptic,Tablet,375 mg,AstraZeneca plc,Fungus,Over-the-Counter
Dolomycin,Antidiabetic,Inhaler,700 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Ibuprophen,Antibiotic,Ointment,962 mg,Biogen Inc.,Diabetes,Prescription
Dolostatin,Antiviral,Ointment,572 mg,Pfizer Inc.,Virus,Over-the-Counter
Dolomycin,Antidiabetic,Inhaler,464 mg,"Gilead Sciences, Inc.",Depression,Prescription
Claricillin,Antiviral,Inhaler,341 mg,Amgen Inc.,Fungus,Prescription
Acetomet,Antidiabetic,Drops,989 mg,AbbVie Inc.,Fever,Prescription
Metostatin,Antiviral,Inhaler,824 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Dextrocillin,Antidiabetic,Tablet,813 mg,AbbVie Inc.,Diabetes,Prescription
Amoxistatin,Analgesic,Cream,711 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Metonazole,Antiseptic,Ointment,393 mg,Novartis AG,Depression,Over-the-Counter
Cefmet,Antidiabetic,Cream,939 mg,AstraZeneca plc,Pain,Over-the-Counter
Dolomet,Antifungal,Capsule,333 mg,CSL Limited,Wound,Over-the-Counter
Acetophen,Antidiabetic,Tablet,375 mg,AbbVie Inc.,Virus,Prescription
Cefstatin,Antibiotic,Tablet,23 mg,Biogen Inc.,Wound,Over-the-Counter
Amoximet,Analgesic,Injection,131 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Ibupronazole,Antibiotic,Drops,132 mg,Pfizer Inc.,Infection,Prescription
Dolonazole,Antifungal,Tablet,362 mg,CSL Limited,Depression,Prescription
Dextrovir,Antibiotic,Drops,736 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Claristatin,Antiseptic,Syrup,662 mg,Sanofi S.A.,Infection,Prescription
Cefvir,Antiviral,Inhaler,60 mg,GlaxoSmithKline plc,Fever,Prescription
Metophen,Antiviral,Ointment,619 mg,Novartis AG,Wound,Over-the-Counter
Amoxistatin,Antibiotic,Capsule,506 mg,CSL Limited,Infection,Over-the-Counter
Cefcillin,Antipyretic,Inhaler,627 mg,Bristol-Myers Squibb Company,Wound,Prescription
Cefstatin,Antifungal,Drops,328 mg,Sanofi S.A.,Depression,Prescription
Cefstatin,Antibiotic,Inhaler,900 mg,Biogen Inc.,Wound,Over-the-Counter
Metonazole,Antipyretic,Injection,671 mg,Sanofi S.A.,Fever,Over-the-Counter
Amoximet,Analgesic,Inhaler,518 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Dextromet,Antidiabetic,Syrup,266 mg,"Merck & Co., Inc.",Infection,Prescription
Metoprofen,Antipyretic,Inhaler,643 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Amoxivir,Analgesic,Tablet,565 mg,Sanofi S.A.,Wound,Prescription
Clariprofen,Antiviral,Syrup,32 mg,Novartis AG,Wound,Over-the-Counter
Claristatin,Antiviral,Ointment,290 mg,Amgen Inc.,Virus,Over-the-Counter
Metovir,Antifungal,Capsule,568 mg,AstraZeneca plc,Fungus,Over-the-Counter
Amoximycin,Antidiabetic,Syrup,241 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Amoxistatin,Analgesic,Inhaler,526 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Acetophen,Antidiabetic,Capsule,871 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Acetovir,Antipyretic,Syrup,372 mg,Roche Holding AG,Fever,Prescription
Acetovir,Antiviral,Inhaler,374 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Metomycin,Antifungal,Capsule,12 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Acetovir,Antidepressant,Ointment,454 mg,Bristol-Myers Squibb Company,Fever,Prescription
Acetovir,Antiseptic,Inhaler,263 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Doloprofen,Antiseptic,Ointment,905 mg,Biogen Inc.,Diabetes,Prescription
Clariphen,Antipyretic,Tablet,713 mg,Novartis AG,Diabetes,Prescription
Dextronazole,Analgesic,Tablet,816 mg,Pfizer Inc.,Virus,Prescription
Cefphen,Antiviral,Syrup,325 mg,Amgen Inc.,Fungus,Prescription
Dextromycin,Antibiotic,Syrup,29 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Ibupromet,Antidiabetic,Syrup,698 mg,Bristol-Myers Squibb Company,Infection,Prescription
Dolonazole,Antidepressant,Syrup,940 mg,AbbVie Inc.,Depression,Over-the-Counter
Amoxiphen,Antidiabetic,Drops,501 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Ibupromycin,Antidiabetic,Cream,993 mg,Johnson & Johnson,Wound,Prescription
Ibuproprofen,Antiviral,Syrup,754 mg,GlaxoSmithKline plc,Wound,Prescription
Dolomet,Antifungal,Injection,372 mg,Novartis AG,Diabetes,Over-the-Counter
Dextronazole,Antiviral,Injection,909 mg,"Gilead Sciences, Inc.",Virus,Prescription
Ibuprovir,Analgesic,Injection,935 mg,CSL Limited,Fungus,Over-the-Counter
Ibuprophen,Antibiotic,Injection,989 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Dextrostatin,Antiviral,Cream,523 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Amoxiprofen,Analgesic,Inhaler,311 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Ibupromet,Antidepressant,Capsule,219 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Acetomycin,Antiseptic,Syrup,856 mg,Johnson & Johnson,Fungus,Prescription
Metovir,Antidiabetic,Drops,843 mg,AbbVie Inc.,Fungus,Prescription
Cefprofen,Antibiotic,Tablet,656 mg,AbbVie Inc.,Virus,Prescription
Metoprofen,Antifungal,Cream,711 mg,Bristol-Myers Squibb Company,Fever,Prescription
Acetomycin,Antiviral,Capsule,662 mg,Eli Lilly and Company,Virus,Over-the-Counter
Acetoprofen,Analgesic,Drops,353 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Dolostatin,Antiseptic,Tablet,360 mg,Johnson & Johnson,Infection,Prescription
Ibuprocillin,Antibiotic,Tablet,164 mg,Biogen Inc.,Infection,Prescription
Dextromet,Antiviral,Drops,710 mg,Bristol-Myers Squibb Company,Depression,Prescription
Cefcillin,Antidepressant,Ointment,555 mg,Novo Nordisk A/S,Depression,Prescription
Amoxiphen,Antiviral,Cream,992 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Cefphen,Antidiabetic,Tablet,330 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Ibuprophen,Antidepressant,Syrup,566 mg,Novartis AG,Pain,Prescription
Amoxicillin,Antifungal,Injection,25 mg,Pfizer Inc.,Pain,Over-the-Counter
Cefnazole,Antibiotic,Cream,347 mg,"Gilead Sciences, Inc.",Depression,Prescription
Clarimet,Antibiotic,Injection,603 mg,CSL Limited,Infection,Prescription
Ibuprophen,Antidiabetic,Injection,516 mg,Johnson & Johnson,Wound,Prescription
Amoxivir,Antifungal,Ointment,264 mg,Sanofi S.A.,Wound,Prescription
Acetophen,Analgesic,Injection,312 mg,GlaxoSmithKline plc,Fever,Prescription
Dextroprofen,Antidepressant,Cream,226 mg,Pfizer Inc.,Wound,Over-the-Counter
Metostatin,Antidiabetic,Capsule,889 mg,Roche Holding AG,Infection,Prescription
Dextromet,Antiseptic,Syrup,202 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Acetomycin,Antidepressant,Drops,933 mg,AbbVie Inc.,Virus,Over-the-Counter
Dextrovir,Antifungal,Tablet,448 mg,Sanofi S.A.,Virus,Prescription
Clarivir,Antifungal,Ointment,260 mg,Johnson & Johnson,Wound,Over-the-Counter
Dolovir,Antiviral,Inhaler,390 mg,Biogen Inc.,Diabetes,Prescription
Amoxicillin,Antipyretic,Inhaler,483 mg,Eli Lilly and Company,Diabetes,Prescription
Dextrovir,Antidiabetic,Injection,36 mg,Bristol-Myers Squibb Company,Pain,Prescription
Dextrovir,Antiseptic,Tablet,616 mg,Roche Holding AG,Wound,Over-the-Counter
Dextrocillin,Antidiabetic,Ointment,188 mg,Sanofi S.A.,Virus,Over-the-Counter
Dextromycin,Antifungal,Inhaler,208 mg,GlaxoSmithKline plc,Depression,Prescription
Dextrovir,Antidepressant,Tablet,79 mg,GlaxoSmithKline plc,Wound,Prescription
Dolonazole,Antibiotic,Syrup,451 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Dolostatin,Analgesic,Injection,793 mg,"Gilead Sciences, Inc.",Infection,Prescription
Cefcillin,Antibiotic,Ointment,276 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Dextromycin,Antipyretic,Injection,454 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Ibuprostatin,Antifungal,Drops,230 mg,"Merck & Co., Inc.",Infection,Prescription
Amoximycin,Antidiabetic,Cream,138 mg,Amgen Inc.,Depression,Over-the-Counter
Acetoprofen,Antidiabetic,Syrup,921 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Clariphen,Antipyretic,Syrup,977 mg,Pfizer Inc.,Pain,Over-the-Counter
Dolomet,Antipyretic,Ointment,374 mg,CSL Limited,Infection,Over-the-Counter
Metonazole,Antipyretic,Syrup,159 mg,"Merck & Co., Inc.",Infection,Prescription
Dolophen,Antipyretic,Syrup,785 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Acetovir,Antidiabetic,Inhaler,544 mg,Novartis AG,Fungus,Prescription
Acetonazole,Antibiotic,Tablet,769 mg,Novartis AG,Pain,Over-the-Counter
Metophen,Antiviral,Syrup,327 mg,Eli Lilly and Company,Virus,Prescription
Dextrophen,Analgesic,Capsule,669 mg,Novartis AG,Fungus,Prescription
Acetostatin,Antiseptic,Ointment,706 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Cefstatin,Antipyretic,Tablet,323 mg,Johnson & Johnson,Wound,Over-the-Counter
Metoprofen,Antidepressant,Drops,824 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Metovir,Antidiabetic,Syrup,708 mg,Amgen Inc.,Depression,Over-the-Counter
Metostatin,Analgesic,Drops,359 mg,Roche Holding AG,Fungus,Prescription
Ibupromet,Antidepressant,Capsule,163 mg,"Gilead Sciences, Inc.",Wound,Prescription
Metonazole,Antipyretic,Tablet,739 mg,Pfizer Inc.,Diabetes,Over-the-Counter
